iteration = 1 , objective = 0.6838089108757762, inputs = [0.95, 1.1], constraints = [0.38240745957532796]
iteration = 45 , objective = 0.6133624863366742, inputs = [1.2901198975044255, 1.1629334768830242], constraints = [-0.0014565030160530153]
iteration = 46 , objective = 0.6133626530807356, inputs = [1.2901182097441255, 1.1629315590297515], constraints = [-0.0014489490620513757]
iteration = 47 , objective = 0.6133627377747951, inputs = [1.29011735249124, 1.1629305849072697], constraints = [-0.001445112234603767]
iteration = 48 , objective = 0.6133627807931203, inputs = [1.290116917072335, 1.1629300901275477], constraints = [-0.0014431634202793]
iteration = 49 , objective = 0.6133627330542695, inputs = [1.2901169319734962, 1.1629300901275477], constraints = [-0.0014430565836556733]
iteration = 50 , objective = 0.6133627800066395, inputs = [1.290116917072335, 1.1629301050287089], constraints = [-0.0014432093863538105]
iteration = 51 , objective = 0.6133627807931196, inputs = [1.290116917072335, 1.1629300901275477], constraints = [-0.0014431634202776524]
iteration = 52 , objective = 0.6133627330548894, inputs = [1.2901169319734962, 1.1629300901275477], constraints = [-0.001443056585237209]
iteration = 53 , objective = 0.6133627800066402, inputs = [1.290116917072335, 1.1629301050287089], constraints = [-0.0014432093863538105]
iteration = 54 , objective = 0.6133627807931196, inputs = [1.290116917072335, 1.1629300901275477], constraints = [-0.0014431634202793]
iteration = 55 , objective = 0.6133627330550575, inputs = [1.2901169319734962, 1.1629300901275477], constraints = [-0.0014430565856655415]
iteration = 56 , objective = 0.6133627800066395, inputs = [1.290116917072335, 1.1629301050287089], constraints = [-0.0014432093863521631]
iteration = 57 , objective = 0.6170711751767914, inputs = [1.3, 1.0538042056234462], constraints = [0.295592893591875]
iteration = 58 , objective = 0.6169507380026189, inputs = [1.2944408696925975, 1.1151863690949992], constraints = [0.13707882209606204]
iteration = 59 , objective = 0.6144378535159761, inputs = [1.2917599612201602, 1.1447881148731642], constraints = [0.052260577174853176]
iteration = 60 , objective = 0.6137497707764488, inputs = [1.290775288429715, 1.155660561253603], constraints = [0.020236249688302173]
iteration = 61 , objective = 0.6135144779546848, inputs = [1.2903867874604409, 1.159950266420806], constraints = [0.007468940084139803]
iteration = 62 , objective = 0.6134246063659746, inputs = [1.2902290230949267, 1.161692250784995], constraints = [0.002263347746337145]
iteration = 63 , objective = 0.6133886738986628, inputs = [1.2901642417889705, 1.1624075455329557], constraints = [0.00012226799468576552]
iteration = 64 , objective = 0.6133740282870181, inputs = [1.2901375416779535, 1.1627023597374295], constraints = [-0.000760796422597042]
iteration = 65 , objective = 0.6133677008663638, inputs = [1.2901259519534165, 1.1628303298203004], constraints = [-0.001144217732174462]
iteration = 66 , objective = 0.6133649352770132, inputs = [1.290120875972255, 1.1628863772032918], constraints = [-0.0013121664987179632]
iteration = 67 , objective = 0.6133637247076426, inputs = [1.290118651988964, 1.1629109337253323], constraints = [-0.0013857554487938344]
iteration = 68 , objective = 0.6133636843134991, inputs = [1.2901186668901252, 1.1629109337253323], constraints = [-0.0013856673689892378]
iteration = 69 , objective = 0.6133637239283874, inputs = [1.290118651988964, 1.1629109486264935], constraints = [-0.0013858014303355568]
iteration = 70 , objective = 0.6133637247151739, inputs = [1.290118651988964, 1.1629109337253323], constraints = [-0.001385755465376993]
iteration = 71 , objective = 0.6133636769255645, inputs = [1.2901186668901252, 1.1629109337253323], constraints = [-0.0013856484985688474]
iteration = 72 , objective = 0.6133637239283882, inputs = [1.290118651988964, 1.1629109486264935], constraints = [-0.0013858014303372043]
iteration = 73 , objective = 0.6133637247151739, inputs = [1.290118651988964, 1.1629109337253323], constraints = [-0.001385755465376993]
iteration = 74 , objective = 0.6133636769256519, inputs = [1.2901186668901252, 1.1629109337253323], constraints = [-0.0013856484987912522]
iteration = 75 , objective = 0.6133637239283874, inputs = [1.290118651988964, 1.1629109486264935], constraints = [-0.0013858014303355568]
iteration = 76 , objective = 0.6133858379258265, inputs = [1.2901291770932013, 1.1624861855810298], constraints = [-8.6114809270137e-05]
iteration = 77 , objective = 0.6133751814005053, inputs = [1.2901241162342092, 1.1626904201821389], constraints = [-0.0007109434847223375]
iteration = 78 , objective = 0.6133696758723374, inputs = [1.290121493428708, 1.1627962653827502], constraints = [-0.0010348259132776996]
iteration = 79 , objective = 0.613366820192957, inputs = [1.2901201307992505, 1.1628512552736245], constraints = [-0.0012031098845822514]
iteration = 80 , objective = 0.6133653360001772, inputs = [1.2901194219709495, 1.1628798605490338], constraints = [-0.0012906544881242168]
iteration = 81 , objective = 0.6133645637357651, inputs = [1.2901190529894575, 1.162894751062279], constraints = [-0.0013362271759713006]
iteration = 82 , objective = 0.6133641616862369, inputs = [1.2901188608503604, 1.1629025049735906], constraints = [-0.001359958496501222]
iteration = 83 , objective = 0.6133639523148726, inputs = [1.290118760780423, 1.1629065433678314], constraints = [-0.0013723183391059926]
iteration = 84 , objective = 0.613363843266901, inputs = [1.2901187086572385, 1.162908646836397], constraints = [-0.0013787562050114914]
iteration = 85 , objective = 0.6133637864663346, inputs = [1.2901186815066366, 1.1629097425184458], constraints = [-0.0013821096508393057]
iteration = 86 , objective = 0.6133637568791178, inputs = [1.2901186673637342, 1.1629103132654455], constraints = [-0.0013838564816818014]
iteration = 87 , objective = 0.6133637090753858, inputs = [1.2901186822648953, 1.1629103132654455], constraints = [-0.001383749478742264]
iteration = 88 , objective = 0.6133637560923119, inputs = [1.2901186673637342, 1.1629103281666067], constraints = [-0.0013839024465858592]
iteration = 89 , objective = 0.6133637568791063, inputs = [1.2901186673637342, 1.1629103132654455], constraints = [-0.0013838564816587373]
iteration = 90 , objective = 0.6133637090881173, inputs = [1.2901186822648953, 1.1629103132654455], constraints = [-0.0013837495113056236]
iteration = 91 , objective = 0.6133637560923125, inputs = [1.2901186673637342, 1.1629103281666067], constraints = [-0.0013839024465875068]
iteration = 92 , objective = 0.6133637568791063, inputs = [1.2901186673637342, 1.1629103132654455], constraints = [-0.0013838564816587373]
iteration = 93 , objective = 0.6133637090876204, inputs = [1.2901186822648953, 1.1629103132654455], constraints = [-0.0013837495100387398]
iteration = 94 , objective = 0.6133637560923125, inputs = [1.2901186673637342, 1.1629103281666067], constraints = [-0.0013839024465875068]
iteration = 95 , objective = 0.6133770808132627, inputs = [1.2901830953318623, 1.1626116267506088], constraints = [-0.0005252354496562619]
iteration = 96 , objective = 0.6133703679923136, inputs = [1.2901507003903756, 1.1627618089222969], constraints = [-0.0009569081863916787]
iteration = 97 , objective = 0.6133670409875158, inputs = [1.2901345960451434, 1.1628364682805055], constraints = [-0.001171540791589387]
iteration = 98 , objective = 0.6133653891995331, inputs = [1.2901265885581885, 1.162873590797957], constraints = [-0.00127827068559103]
iteration = 99 , objective = 0.6133645684466407, inputs = [1.290122606638129, 1.162892050883839], constraints = [-0.001331347070649907]
iteration = 100 , objective = 0.613364160435467, inputs = [1.2901206264285734, 1.1629012310878408], constraints = [-0.0013577425202377829]
iteration = 101 , objective = 0.6133639575636466, inputs = [1.2901196416462044, 1.1629057965152825], constraints = [-0.0013708694366831803]
iteration = 102 , objective = 0.613363856681015, inputs = [1.290119151896005, 1.1629080669854588], constraints = [-0.001377397725239807]
iteration = 103 , objective = 0.6133638065121865, inputs = [1.2901189083328466, 1.162909196138418], constraints = [-0.0013806443899027521]
iteration = 104 , objective = 0.6133637815626571, inputs = [1.2901187872033666, 1.162909757691783], constraints = [-0.0013822590319326345]
iteration = 105 , objective = 0.6133637691547563, inputs = [1.2901187269628398, 1.1629100369654206], constraints = [-0.0013830620316152692]
iteration = 106 , objective = 0.6133637213614668, inputs = [1.290118741864001, 1.1629100369654206], constraints = [-0.0013829550553107947]
iteration = 107 , objective = 0.613363768367956, inputs = [1.2901187269628398, 1.1629100518665818], constraints = [-0.0013831079965185883]
iteration = 108 , objective = 0.6133637691547563, inputs = [1.2901187269628398, 1.1629100369654206], constraints = [-0.0013830620316152692]
iteration = 109 , objective = 0.6133637213611459, inputs = [1.290118741864001, 1.1629100369654206], constraints = [-0.0013829550545546186]
iteration = 110 , objective = 0.613363768367956, inputs = [1.2901187269628398, 1.1629100518665818], constraints = [-0.0013831079965202356]
iteration = 111 , objective = 0.6133637691547563, inputs = [1.2901187269628398, 1.1629100369654206], constraints = [-0.0013830620316152692]
iteration = 112 , objective = 0.6133637213606402, inputs = [1.290118741864001, 1.1629100369654206], constraints = [-0.001382955053263023]
iteration = 113 , objective = 0.6133637683679554, inputs = [1.2901187269628398, 1.1629100518665818], constraints = [-0.0013831079965185883]
iteration = 114 , objective = 0.6133443977701624, inputs = [1.290384981242582, 1.163081346231459], constraints = [-0.002169893221473826]
iteration = 115 , objective = 0.6133539572736183, inputs = [1.2902535589917357, 1.1629967885321222], constraints = [-0.0017815139860442488]
iteration = 116 , objective = 0.6133587998247633, inputs = [1.2901870066761831, 1.1629539684567358], constraints = [-0.001584839930527497]
iteration = 117 , objective = 0.6133612525136553, inputs = [1.2901533042859135, 1.1629322841790355], constraints = [-0.001485243649558966]
iteration = 118 , objective = 0.613362494673254, inputs = [1.290136237182039, 1.1629213031234786], constraints = [-0.0014348075494306138]
iteration = 119 , objective = 0.6133631237381741, inputs = [1.2901275942764692, 1.1629157422370546], constraints = [-0.0014092663637764432]
iteration = 120 , objective = 0.6133634423082637, inputs = [1.2901232174420862, 1.1629129261610596], constraints = [-0.0013963321151062554]
iteration = 121 , objective = 0.6133636036364288, inputs = [1.2901210009781658, 1.1629115000776638], constraints = [-0.001389782109650909]
iteration = 122 , objective = 0.6133636853347656, inputs = [1.2901198785428474, 1.1629107778974577], constraints = [-0.0013864651341035056]
iteration = 123 , objective = 0.613363726707585, inputs = [1.2901193101324222, 1.162910412179495], constraints = [-0.0013847853906573796]
iteration = 124 , objective = 0.6133637476591502, inputs = [1.2901190222847165, 1.1629102269769163], constraints = [-0.0013839347548140492]
iteration = 125 , objective = 0.6133636998650421, inputs = [1.2901190371858777, 1.1629102269769163], constraints = [-0.0013838277765345615]
iteration = 126 , objective = 0.6133637468723493, inputs = [1.2901190222847165, 1.1629102418780775], constraints = [-0.0013839807197188483]
iteration = 127 , objective = 0.6133637476591495, inputs = [1.2901190222847165, 1.1629102269769163], constraints = [-0.0013839347548124017]
iteration = 128 , objective = 0.6133636998649766, inputs = [1.2901190371858777, 1.1629102269769163], constraints = [-0.0013838277763599323]
iteration = 129 , objective = 0.6133637468723493, inputs = [1.2901190222847165, 1.1629102418780775], constraints = [-0.0013839807197188483]
iteration = 130 , objective = 0.6133637476591502, inputs = [1.2901190222847165, 1.1629102269769163], constraints = [-0.0013839347548140492]
iteration = 131 , objective = 0.6133636998649046, inputs = [1.2901190371858777, 1.1629102269769163], constraints = [-0.0013838277761754187]
iteration = 132 , objective = 0.6133637468723493, inputs = [1.2901190222847165, 1.1629102418780775], constraints = [-0.0013839807197204956]
iteration = 133 , objective = 0.6132174800119916, inputs = [1.2914257161593685, 1.164740550616981], constraints = [-0.008301239319552902]
iteration = 134 , objective = 0.6132884202049005, inputs = [1.290789524854336, 1.1638494191838327], constraints = [-0.004932587176140059]
iteration = 135 , objective = 0.6133250179644849, inputs = [1.2904631210989528, 1.163392216068954], constraints = [-0.003204871465599845]
iteration = 136 , objective = 0.6133438514720001, inputs = [1.2902956239223442, 1.1631575979629554], constraints = [-0.0023184363514983453]
iteration = 137 , objective = 0.6133535310071827, inputs = [1.290209662530175, 1.1630371893720282], constraints = [-0.001863549880150831]
iteration = 138 , objective = 0.6133585025860971, inputs = [1.2901655439242246, 1.1629753911735334], constraints = [-0.0016300961059637687]
iteration = 139 , objective = 0.6133610552236096, inputs = [1.290142900004337, 1.162943673184586], constraints = [-0.0015102786145946363]
iteration = 140 , objective = 0.613362365640641, inputs = [1.2901312778313134, 1.1629273936730289], constraints = [-0.001448782092193746]
iteration = 141 , objective = 0.613363038294638, inputs = [1.2901253126164534, 1.1629190380252459], constraints = [-0.0014172184912359278]
iteration = 142 , objective = 0.6133633835610505, inputs = [1.290122250889909, 1.1629147493769387], constraints = [-0.0014010181026420775]
iteration = 143 , objective = 0.6133635607786644, inputs = [1.2901206794148043, 1.162912548166625], constraints = [-0.001392703034573717]
iteration = 144 , objective = 0.6133635129842376, inputs = [1.2901206943159655, 1.162912548166625], constraints = [-0.0013925960557341268]
iteration = 145 , objective = 0.6133635599918925, inputs = [1.2901206794148043, 1.1629125630677861], constraints = [-0.0013927489995791942]
iteration = 146 , objective = 0.6133635607786644, inputs = [1.2901206794148043, 1.162912548166625], constraints = [-0.001392703034573717]
iteration = 147 , objective = 0.6133635129841314, inputs = [1.2901206943159655, 1.162912548166625], constraints = [-0.0013925960554639462]
iteration = 148 , objective = 0.6133635599918911, inputs = [1.2901206794148043, 1.1629125630677861], constraints = [-0.001392748999577547]
iteration = 149 , objective = 0.6133635607786637, inputs = [1.2901206794148043, 1.162912548166625], constraints = [-0.0013927030345720695]
iteration = 150 , objective = 0.6133635129847432, inputs = [1.2901206943159655, 1.162912548166625], constraints = [-0.0013925960570257208]
iteration = 151 , objective = 0.6133635599918918, inputs = [1.2901206794148043, 1.1629125630677861], constraints = [-0.0013927489995791942]
iteration = 152 , objective = 0.6126656407343449, inputs = [1.2966607268851857, 1.171714900420178], constraints = [-0.03495590351732431]
iteration = 153 , objective = 0.6130003413556843, inputs = [1.2934863885349772, 1.1674425087506926], constraints = [-0.018651820141369072]
iteration = 154 , objective = 0.6131749188019058, inputs = [1.2918534365703962, 1.165244693143012], constraints = [-0.010273317143007235]
iteration = 155 , objective = 0.6132659765567536, inputs = [1.2910130175608696, 1.1641135600440646], constraints = [-0.005964772421509759]
iteration = 156 , objective = 0.6133131829153848, inputs = [1.2905802884449487, 1.1635311431539803], constraints = [-0.0037472593710270166]
iteration = 157 , objective = 0.6133375802260933, inputs = [1.2903574252484524, 1.1632311880896178], constraints = [-0.0026054508889070877]
iteration = 158 , objective = 0.6133501694083585, inputs = [1.290242632843389, 1.1630766871949412], constraints = [-0.0020173944158291767]
iteration = 159 , objective = 0.613356660250233, inputs = [1.2901835018682968, 1.1629971018900616], constraints = [-0.001714496932634576]
iteration = 160 , objective = 0.6133600054623297, inputs = [1.2901530417995897, 1.1629561052068353], constraints = [-0.0015584703881644391]
iteration = 161 , objective = 0.6133617291285649, inputs = [1.2901373506809726, 1.162934986284695], constraints = [-0.0014780965304254689]
iteration = 162 , objective = 0.6133626171731128, inputs = [1.2901292675310174, 1.162924107046655], constraints = [-0.0014366929316911223]
iteration = 163 , objective = 0.6133625693756279, inputs = [1.2901292824321786, 1.162924107046655], constraints = [-0.0014365859464185217]
iteration = 164 , objective = 0.6133626163864726, inputs = [1.2901292675310174, 1.1629241219478161], constraints = [-0.0014367388971589018]
iteration = 165 , objective = 0.6133626171731128, inputs = [1.2901292675310174, 1.162924107046655], constraints = [-0.0014366929316911223]
iteration = 166 , objective = 0.6133625693768067, inputs = [1.2901292824321786, 1.162924107046655], constraints = [-0.0014365859494333258]
iteration = 167 , objective = 0.6133626163864712, inputs = [1.2901292675310174, 1.1629241219478161], constraints = [-0.0014367388971589018]
iteration = 168 , objective = 0.6133626171731128, inputs = [1.2901292675310174, 1.162924107046655], constraints = [-0.0014366929316911223]
iteration = 169 , objective = 0.6133625693770751, inputs = [1.2901292824321786, 1.162924107046655], constraints = [-0.001436585950120306]
iteration = 170 , objective = 0.6133626163864719, inputs = [1.2901292675310174, 1.1629241219478161], constraints = [-0.0014367388971572544]
iteration = 171 , objective = 0.6122662347062288, inputs = [1.3, 1.177536602409895], constraints = [-0.05628035381629402]
iteration = 172 , objective = 0.6127829626973668, inputs = [1.2952255730910651, 1.1704686070723482], constraints = [-0.029707425348578117]
iteration = 173 , objective = 0.6130596487453724, inputs = [1.2927627300337092, 1.1668226483890296], constraints = [-0.01603364788606525]
iteration = 174 , objective = 0.6132047342972182, inputs = [1.29149064316296, 1.1649394686393129], constraints = [-0.008978764354016365]
iteration = 175 , objective = 0.6132806374636915, inputs = [1.2908332406232277, 1.1639662590427802], constraints = [-0.005335696625148275]
iteration = 176 , objective = 0.6133201283087066, inputs = [1.290493350199513, 1.163463089976437], constraints = [-0.0034529136101927823]
iteration = 177 , objective = 0.6133406167624132, inputs = [1.290317579544209, 1.1632028815376312], constraints = [-0.0024794551625474705]
iteration = 178 , objective = 0.6133512311180289, inputs = [1.290226670832022, 1.1630683015417207], constraints = [-0.001976035892274588]
iteration = 179 , objective = 0.6133567259470037, inputs = [1.2901796498835725, 1.1629986923821825], constraints = [-0.0017156655271223357]
iteration = 180 , objective = 0.6133595694101561, inputs = [1.2901553283420353, 1.1629626871096197], constraints = [-0.0015809930760388583]
iteration = 181 , objective = 0.6133610405523133, inputs = [1.2901427478401386, 1.162944063109201], constraints = [-0.0015113337660463996]
iteration = 182 , objective = 0.613360992755369, inputs = [1.2901427627412998, 1.162944063109201], constraints = [-0.0015112267843666763]
iteration = 183 , objective = 0.6133610397659067, inputs = [1.2901427478401386, 1.1629440780103621], constraints = [-0.0015113797323493808]
iteration = 184 , objective = 0.6133610405523127, inputs = [1.2901427478401386, 1.162944063109201], constraints = [-0.001511333766044752]
iteration = 185 , objective = 0.6133609927565689, inputs = [1.2901427627412998, 1.162944063109201], constraints = [-0.0015112267874292321]
iteration = 186 , objective = 0.6133610397659067, inputs = [1.2901427478401386, 1.1629440780103621], constraints = [-0.0015113797323493808]
iteration = 187 , objective = 0.6133610405523133, inputs = [1.2901427478401386, 1.162944063109201], constraints = [-0.0015113337660463996]
iteration = 188 , objective = 0.6133609927554345, inputs = [1.2901427627412998, 1.162944063109201], constraints = [-0.0015112267845330657]
iteration = 189 , objective = 0.6133610397659067, inputs = [1.2901427478401386, 1.1629440780103621], constraints = [-0.0015113797323493808]
iteration = 190 , objective = 0.6121925716966107, inputs = [1.3, 1.1792885528302233], constraints = [-0.061755506469074566]
iteration = 191 , objective = 0.6127369815429833, inputs = [1.2952488310083103, 1.1714105528066747], constraints = [-0.03265389699378751]
iteration = 192 , objective = 0.6130331992900232, inputs = [1.2927907830481156, 1.1673348186195376], constraints = [-0.017646671167853636]
iteration = 193 , objective = 0.6131892701543228, inputs = [1.2915167173897621, 1.1652222670971506], constraints = [-0.009878084071613318]
iteration = 194 , objective = 0.6132714320327038, inputs = [1.2908559236774062, 1.1641265929818738], constraints = [-0.005852773079721833]
iteration = 195 , objective = 0.613314397850445, inputs = [1.2905130041398107, 1.1635579918376129], constraints = [-0.003764875113896496]
iteration = 196 , objective = 0.6133367901303282, inputs = [1.2903349919878724, 1.1632628266394025], constraints = [-0.0026813119257597827]
iteration = 197 , objective = 0.613348439794928, inputs = [1.2902425700282072, 1.1631095801011941], constraints = [-0.002118813437214497]
iteration = 198 , objective = 0.6133544950921962, inputs = [1.2901945816502371, 1.1630300096957975], constraints = [-0.0018267669866218947]
iteration = 199 , objective = 0.6133576410584501, inputs = [1.290169663526614, 1.162988692500212], constraints = [-0.001675126402833768]
iteration = 200 , objective = 0.6133592751150209, inputs = [1.2901567244244645, 1.1629672379387732], constraints = [-0.0015963862824281744]
iteration = 201 , objective = 0.6133592273250353, inputs = [1.2901567393256257, 1.1629672379387732], constraints = [-0.0015962793208904725]
iteration = 202 , objective = 0.6133592743288929, inputs = [1.2901567244244645, 1.1629672528399344], constraints = [-0.0015964322497211598]
iteration = 203 , objective = 0.6133592751150201, inputs = [1.2901567244244645, 1.1629672379387732], constraints = [-0.001596386282426527]
iteration = 204 , objective = 0.6133592273254072, inputs = [1.2901567393256257, 1.1629672379387732], constraints = [-0.001596279321837731]
iteration = 205 , objective = 0.6133592743288937, inputs = [1.2901567244244645, 1.1629672528399344], constraints = [-0.0015964322497228074]
iteration = 206 , objective = 0.6133592751150201, inputs = [1.2901567244244645, 1.1629672379387732], constraints = [-0.001596386282426527]
iteration = 207 , objective = 0.6133592273252456, inputs = [1.2901567393256257, 1.1629672379387732], constraints = [-0.0015962793214258795]
iteration = 208 , objective = 0.6133592743288937, inputs = [1.2901567244244645, 1.1629672528399344], constraints = [-0.0015964322497228074]
iteration = 209 , objective = 0.612106518667897, inputs = [1.3, 1.1814342881681117], constraints = [-0.06847676434811822]
iteration = 210 , objective = 0.6126821099994181, inputs = [1.295271812083639, 1.17256369594755], constraints = [-0.036260146462195345]
iteration = 211 , objective = 0.613001400026447, inputs = [1.2928190812646312, 1.1679621074939828], constraints = [-0.019617690396831835]
iteration = 212 , objective = 0.6131706412644322, inputs = [1.2915433464765202, 1.1655686909701264], constraints = [-0.010974981026711269]
iteration = 213 , objective = 0.613260370197596, inputs = [1.290879280616428, 1.1643228315506875], constraints = [-0.006481491402969346]
iteration = 214 , objective = 0.613307557293625, inputs = [1.290533342167039, 1.163673813581811], constraints = [-0.0041421060191539445]
iteration = 215 , objective = 0.613332269487423, inputs = [1.2903530560309648, 1.1633355772797804], constraints = [-0.002923327923767848]
iteration = 216 , objective = 0.6133451837663458, inputs = [1.2902590799057265, 1.1631592678986382], constraints = [-0.0022881337344864785]
iteration = 217 , objective = 0.6133519251317477, inputs = [1.2902100884257302, 1.163067354580256], constraints = [-0.0019570245003106878]
iteration = 218 , objective = 0.6133554421518944, inputs = [1.2901845468001412, 1.163019435726509], constraints = [-0.0017844091796164951]
iteration = 219 , objective = 0.6133572764577104, inputs = [1.290171230318197, 1.1629944525652578], constraints = [-0.0016944159340022283]
iteration = 220 , objective = 0.6133572286811751, inputs = [1.290171245219358, 1.1629944525652578], constraints = [-0.0016943090094379096]
iteration = 221 , objective = 0.6133572756719237, inputs = [1.290171230318197, 1.162994467466419], constraints = [-0.001694461902514526]
iteration = 222 , objective = 0.613357276457709, inputs = [1.290171230318197, 1.1629944525652578], constraints = [-0.0016944159339989336]
iteration = 223 , objective = 0.6133572286836119, inputs = [1.290171245219358, 1.1629944525652578], constraints = [-0.0016943090156650417]
iteration = 224 , objective = 0.613357275671923, inputs = [1.290171230318197, 1.162994467466419], constraints = [-0.0016944619025128784]
iteration = 225 , objective = 0.613357276457709, inputs = [1.290171230318197, 1.1629944525652578], constraints = [-0.0016944159339989336]
iteration = 226 , objective = 0.6133572286832474, inputs = [1.290171245219358, 1.1629944525652578], constraints = [-0.0016943090147342667]
iteration = 227 , objective = 0.6133572756719237, inputs = [1.290171230318197, 1.162994467466419], constraints = [-0.001694461902514526]
iteration = 228 , objective = 0.6120266798956734, inputs = [1.3, 1.183535645505347], constraints = [-0.07507548219143508]
iteration = 229 , objective = 0.6126294878153727, inputs = [1.295292781728308, 1.1736980074427772], constraints = [-0.039810681335604635]
iteration = 230 , objective = 0.6129703384207612, inputs = [1.2928456111103024, 1.1685836538207937], constraints = [-0.021570619827659974]
iteration = 231 , objective = 0.6131521581323919, inputs = [1.2915688795079863, 1.1659154063162827], constraints = [-0.012072145499098451]
iteration = 232 , objective = 0.6132492160630333, inputs = [1.2909021296172707, 1.164521962519006], constraints = [-0.007118786161248926]
iteration = 233 , objective = 0.6133005296729476, inputs = [1.2905535844607703, 1.1637935363232772], constraints = [-0.004531331773037538]
iteration = 234 , objective = 0.6133275257753834, inputs = [1.2903712865016126, 1.1634125509433295], constraints = [-0.0031785546114301315]
iteration = 235 , objective = 0.613341692477285, inputs = [1.2902759139885724, 1.1632132314704995], constraints = [-0.002470968767049539]
iteration = 236 , objective = 0.6133491169476766, inputs = [1.2902260109775565, 1.1631089389282228], constraints = [-0.0021007688748932805]
iteration = 237 , objective = 0.6133530052781759, inputs = [1.2901998976141555, 1.1630543644846967], constraints = [-0.0019070606272003974]
iteration = 238 , objective = 0.6133550409397373, inputs = [1.290186232418003, 1.163025805525659], constraints = [-0.0018056955218152394]
iteration = 239 , objective = 0.613354993185703, inputs = [1.290186247319164, 1.163025805525659], constraints = [-0.0018055886575086234]
iteration = 240 , objective = 0.6133550401543522, inputs = [1.290186232418003, 1.1630258204268202], constraints = [-0.0018057414917636806]
iteration = 241 , objective = 0.6133550409397365, inputs = [1.290186232418003, 1.163025805525659], constraints = [-0.0018056955218135923]
iteration = 242 , objective = 0.6133549931866044, inputs = [1.290186247319164, 1.163025805525659], constraints = [-0.0018055886598099997]
iteration = 243 , objective = 0.6133550401543522, inputs = [1.290186232418003, 1.1630258204268202], constraints = [-0.0018057414917636806]
iteration = 244 , objective = 0.6133550409397373, inputs = [1.290186232418003, 1.163025805525659], constraints = [-0.0018056955218152394]
iteration = 245 , objective = 0.6133549931865193, inputs = [1.290186247319164, 1.163025805525659], constraints = [-0.001805588659594194]
iteration = 246 , objective = 0.6133550401543522, inputs = [1.290186232418003, 1.1630258204268202], constraints = [-0.0018057414917636806]
iteration = 247 , objective = 0.6119646567291158, inputs = [1.3, 1.1852536755852727], constraints = [-0.08048255824745085]
iteration = 248 , objective = 0.6125900896634906, inputs = [1.295289329258725, 1.1745841568448077], constraints = [-0.042568745768780065]
iteration = 249 , objective = 0.6129474256577705, inputs = [1.2928466956562192, 1.1690516697682496], constraints = [-0.02302270103185857]
iteration = 250 , objective = 0.6131391409343174, inputs = [1.2915746984089076, 1.1661706366387006], constraints = [-0.012867540851206182]
iteration = 251 , objective = 0.6132413419739736, inputs = [1.290911380251143, 1.164668242201927], constraints = [-0.007579728257400893]
iteration = 252 , objective = 0.6132953783552395, inputs = [1.2905651076076774, 1.163883945726609], constraints = [-0.004821642002563649]
iteration = 253 , objective = 0.6133237915090874, inputs = [1.29038422958983, 1.163474262794569], constraints = [-0.0033815677625724573]
iteration = 254 , objective = 0.6133386892148585, inputs = [1.2902897157797313, 1.1632601920340624], constraints = [-0.002629261391556614]
iteration = 255 , objective = 0.6133464889564937, inputs = [1.2902403212420188, 1.1631483149841166], constraints = [-0.0022361403289002375]
iteration = 256 , objective = 0.6133505694082909, inputs = [1.290214504504515, 1.16308984089842], constraints = [-0.0020306830524462137]
iteration = 257 , objective = 0.6133527032532126, inputs = [1.2902010104002941, 1.1630592771834456], constraints = [-0.0019232964758165187]
iteration = 258 , objective = 0.6133526555278317, inputs = [1.2902010253014553, 1.1630592771834456], constraints = [-0.001923189687534276]
iteration = 259 , objective = 0.613352702468264, inputs = [1.2902010104002941, 1.1630592920846068], constraints = [-0.0019233424473273913]
iteration = 260 , objective = 0.6133527032532118, inputs = [1.2902010104002941, 1.1630592771834456], constraints = [-0.0019232964758148713]
iteration = 261 , objective = 0.6133526555299003, inputs = [1.2902010253014553, 1.1630592771834456], constraints = [-0.0019231896928156808]
iteration = 262 , objective = 0.6133527024682633, inputs = [1.2902010104002941, 1.1630592920846068], constraints = [-0.0019233424473257437]
iteration = 263 , objective = 0.6133527032532118, inputs = [1.2902010104002941, 1.1630592771834456], constraints = [-0.0019232964758148713]
iteration = 264 , objective = 0.6133526555299657, inputs = [1.2902010253014553, 1.1630592771834456], constraints = [-0.001923189692982063]
iteration = 265 , objective = 0.613352702468264, inputs = [1.2902010104002941, 1.1630592920846068], constraints = [-0.0019233424473273913]
iteration = 266 , objective = 0.6119666562816768, inputs = [1.3, 1.1851969981658723], constraints = [-0.08030400674859774]
iteration = 267 , objective = 0.6126068844540714, inputs = [1.2951799397591346, 1.1743075949631212], constraints = [-0.041601978076822504]
iteration = 268 , objective = 0.6129646833895015, inputs = [1.2927375624600086, 1.1687898151316694], constraints = [-0.022105840280976598]
iteration = 269 , objective = 0.6131517673463873, inputs = [1.2914945903412336, 1.1659817123498073], constraints = [-0.012205477961990745]
iteration = 270 , objective = 0.6132493395656209, inputs = [1.2908612012495702, 1.1645507698182442], constraints = [-0.007168152060149794]
iteration = 271 , objective = 0.6132997176198558, inputs = [1.2905380775045707, 1.1638207738082675], constraints = [-0.004600392841814496]
iteration = 272 , objective = 0.6133255901159479, inputs = [1.2903731379563401, 1.163448145012151], constraints = [-0.0032902022952579096]
iteration = 273 , objective = 0.6133388417203925, inputs = [1.2902889185129567, 1.1632578777891935], constraints = [-0.002621346864501988]
